textbox2,textbox3,textbox4,Textbox16,Textbox18,textbox5,Textbox15,textbox6,textbox7,textbox8,textbox9,textbox10,textbox11,Textbox17,Textbox30,STORE_CODE,SAP_STORE_CODE,STORE_NAME,ITEM_ID,WAIST,INSEAM,ITEM_DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND_QTY
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102340,32,30,314 SHAPING STRAIGHT COOL AGENDA,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102340,33,30,314 SHAPING STRAIGHT COOL AGENDA,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,26,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,27,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,28,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,29,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,30,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,31,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,32,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102790,34,30,314 SHAPING STRAIGHT ETERNAL INDIGO MID,5.40122E+12,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102800,27,30,314 SHAPING STRAIGHT ETERNAL INDIGO DRK,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102800,28,30,314 SHAPING STRAIGHT ETERNAL INDIGO DRK,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102800,29,30,314 SHAPING STRAIGHT ETERNAL INDIGO DRK,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102980,27,30,314 SHAPING STRAIGHT COOL SATISFACTION,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102980,28,30,314 SHAPING STRAIGHT COOL SATISFACTION,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102980,29,30,314 SHAPING STRAIGHT COOL SATISFACTION,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102980,30,30,314 SHAPING STRAIGHT COOL SATISFACTION,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963102980,31,30,314 SHAPING STRAIGHT COOL SATISFACTION,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,26,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,27,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,28,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,29,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,30,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,31,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,32,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,33,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1963103000,34,30,314 SHAPING STRAIGHT JUST LIKE THAT,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,25,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,26,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,27,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,28,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,29,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,30,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,5
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,31,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269301170,32,27,RIBCAGE STRAIGHT ANKLE JAZZ POP,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,25,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,26,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,27,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,28,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,29,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,5
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,30,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,31,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,7269302560,32,27,RIBCAGE STRAIGHT ANKLE WOW ME OVER,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,25,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,26,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,27,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,28,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,29,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,30,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800110,31,30,BLUE TAB COLUMN CUT WATER MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800120,25,30,BLUE TAB COLUMN AFLOAT MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800120,27,30,BLUE TAB COLUMN AFLOAT MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800120,28,30,BLUE TAB COLUMN AFLOAT MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800120,29,30,BLUE TAB COLUMN AFLOAT MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800120,30,30,BLUE TAB COLUMN AFLOAT MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A588800120,32,30,BLUE TAB COLUMN AFLOAT MIJ,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,25,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,26,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,27,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,28,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,29,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,30,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A842100040,32,30,501� '90S LIGHTWEIGHT FUN FLARE LB,,LEVIS,WOMENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1962600010,24,30,311 SHAPING SKINNY DARKEST SKY,,LEVIS,WOMENS BOTTOMS,JEANS,SKINNY,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,1962600010,25,30,311 SHAPING SKINNY DARKEST SKY,,LEVIS,WOMENS BOTTOMS,JEANS,SKINNY,ON_HAND,1
