sku,tmpl_xid,size,inseam,gtin
18885002702732,tmpl_18885_0027,27,32,6901032760013
18885002702830,tmpl_18885_0027,28,30,6901163639677
18885002702832,tmpl_18885_0027,28,32,6901163639684
18885002702930,tmpl_18885_0027,29,30,6901163639707
18885002702932,tmpl_18885_0027,29,32,6901163639714
18885002703030,tmpl_18885_0027,30,30,6901163639738
18885002703032,tmpl_18885_0027,30,32,6901163639745
18885002703130,tmpl_18885_0027,31,30,6901163639769
18885002703132,tmpl_18885_0027,31,32,6901163639776
18885002703230,tmpl_18885_0027,32,30,6901163639790
18885002703232,tmpl_18885_0027,32,32,6901163639806
18885002703330,tmpl_18885_0027,33,30,6901163639820
18885002703332,tmpl_18885_0027,33,32,6901163639837
18885002703430,tmpl_18885_0027,34,30,6901163639851
18885002703432,tmpl_18885_0027,34,32,6901163639868
18885003502430,tmpl_18885_0035,24,30,6901778059112
18885003502432,tmpl_18885_0035,24,32,6901960835272
18885003502530,tmpl_18885_0035,25,30,6901778059129
18885003502532,tmpl_18885_0035,25,32,6901778055947
18885003502630,tmpl_18885_0035,26,30,6901778059136
18885003502632,tmpl_18885_0035,26,32,6901778055954
18885003502730,tmpl_18885_0035,27,30,6901778059143
18885003502732,tmpl_18885_0035,27,32,6902194630503
18885003502830,tmpl_18885_0035,28,30,6901778059150
18885003502832,tmpl_18885_0035,28,32,6901778055961
18885003502930,tmpl_18885_0035,29,30,6901778059167
18885003502932,tmpl_18885_0035,29,32,6901778055978
18885003503030,tmpl_18885_0035,30,30,6901778059174
18885003503032,tmpl_18885_0035,30,32,6901778055992
18885003503130,tmpl_18885_0035,31,30,6901778059181
18885003503132,tmpl_18885_0035,31,32,6901778059198
18885003503230,tmpl_18885_0035,32,30,6901778059204
18885003503232,tmpl_18885_0035,32,32,6901778056012
18885003503330,tmpl_18885_0035,33,30,6901778059211
18885003503430,tmpl_18885_0035,34,30,6901778059228
18885003802430,tmpl_18885_0038,24,30,6902418031895
18885003802432,tmpl_18885_0038,24,32,6902418031901
18885003802530,tmpl_18885_0038,25,30,6902418031918
18885003802532,tmpl_18885_0038,25,32,6902418031925
18885003802630,tmpl_18885_0038,26,30,6902418031932
18885003802632,tmpl_18885_0038,26,32,6902418031949
18885003802730,tmpl_18885_0038,27,30,6902418031956
18885003802732,tmpl_18885_0038,27,32,6902418031963
18885003802830,tmpl_18885_0038,28,30,6902418031970
18885003802832,tmpl_18885_0038,28,32,6902418031987
18885003802930,tmpl_18885_0038,29,30,6902418031994
18885003802932,tmpl_18885_0038,29,32,6902418032007
18885003803030,tmpl_18885_0038,30,30,6902418032014
18885003803032,tmpl_18885_0038,30,32,6902418032021
18885003803130,tmpl_18885_0038,31,30,6902418032038
18885003803132,tmpl_18885_0038,31,32,6902418032045
18885003803230,tmpl_18885_0038,32,30,6902418032052
18885003803232,tmpl_18885_0038,32,32,6902418032069
18885003803330,tmpl_18885_0038,33,30,6902418032076
18885003803332,tmpl_18885_0038,33,32,6902418032083
18885003803430,tmpl_18885_0038,34,30,6902418032090
18885003803432,tmpl_18885_0038,34,32,6902418032106
1892500010L,tmpl_18925_0001,L,,5400922745723
1892500010M,tmpl_18925_0001,M,,5400922745730
1892500010S,tmpl_18925_0001,S,,5400922745747
1892500010XS,tmpl_18925_0001,XS,,5400922745761
1892500010XXS,tmpl_18925_0001,XXS,,5400973201759
1892700010L,tmpl_18927_0001,L,,5400922899365
1892700010M,tmpl_18927_0001,M,,5400922899372
1892700010S,tmpl_18927_0001,S,,5400922899389
1892700010XL,tmpl_18927_0001,XL,,5400922899396
1892700010XS,tmpl_18927_0001,XS,,5400922899402
1893900030L,tmpl_18939_0003,L,,6901462253192
1893900030M,tmpl_18939_0003,M,,6901462253208
1893900030S,tmpl_18939_0003,S,,6901462171250
1893900030XS,tmpl_18939_0003,XS,,6901462253222
1898500000L,tmpl_18985_0000,L,,6901462249010
1898500000M,tmpl_18985_0000,M,,6901462249027
1898500000S,tmpl_18985_0000,S,,6901462171007
1898500000XS,tmpl_18985_0000,XS,,6901462249034
1899900000L,tmpl_18999_0000,L,,6901462242325
1899900000M,tmpl_18999_0000,M,,6901462242332
1899900000S,tmpl_18999_0000,S,,6901462152143
1899900000XS,tmpl_18999_0000,XS,,6901462242349
190050026024,tmpl_19005_0026,24,,6910704344765
190050026025,tmpl_19005_0026,25,,6910704344772
190050026026,tmpl_19005_0026,26,,6910704344789
190050026027,tmpl_19005_0026,27,,6910704344796
190050026028,tmpl_19005_0026,28,,6910704344802
190050026029,tmpl_19005_0026,29,,6910704344819
190050026030,tmpl_19005_0026,30,,6910704344826
190050026031,tmpl_19005_0026,31,,6910704389889
190050026032,tmpl_19005_0026,32,,6910704389896
190050041024,tmpl_19005_0041,24,,6901960029947
190050041025,tmpl_19005_0041,25,,6901960029954
190050041026,tmpl_19005_0041,26,,6901960029961
190050041027,tmpl_19005_0041,27,,6901960029978
190050041028,tmpl_19005_0041,28,,6901960029985
190050041029,tmpl_19005_0041,29,,6901960029992
190050041030,tmpl_19005_0041,30,,6901960030004
190050041031,tmpl_19005_0041,31,,6901960030011
190050041032,tmpl_19005_0041,32,,6901960030028
190050045024,tmpl_19005_0045,24,,6901960499337
190050045025,tmpl_19005_0045,25,,6901960499344
190050045026,tmpl_19005_0045,26,,6901960499351
190050045027,tmpl_19005_0045,27,,6901960177839
190050045028,tmpl_19005_0045,28,,6901960499368
190050045029,tmpl_19005_0045,29,,6901960499375
190050045030,tmpl_19005_0045,30,,6901960499382
190050045031,tmpl_19005_0045,31,,6901960499399
190050045032,tmpl_19005_0045,32,,6901960499405
190050046024,tmpl_19005_0046,24,,6901960499412
190050046025,tmpl_19005_0046,25,,6901960499429
190050046026,tmpl_19005_0046,26,,6901960499436
190050046027,tmpl_19005_0046,27,,6901960177846
190050046028,tmpl_19005_0046,28,,6901960499443
190050046029,tmpl_19005_0046,29,,6901960499450
190050046030,tmpl_19005_0046,30,,6901960499467
190050046031,tmpl_19005_0046,31,,6901960499474
190050046032,tmpl_19005_0046,32,,6901960499481
190050047024,tmpl_19005_0047,24,,6901960499498
190050047025,tmpl_19005_0047,25,,6901960499504
190050047026,tmpl_19005_0047,26,,6901960499511
190050047027,tmpl_19005_0047,27,,6901960177853
190050047028,tmpl_19005_0047,28,,6901960499528
190050047029,tmpl_19005_0047,29,,6901960499535
190050047030,tmpl_19005_0047,30,,6901960499542
190050047031,tmpl_19005_0047,31,,6901960499559
190050047032,tmpl_19005_0047,32,,6901960499566
190050067022,tmpl_19005_0067,22,,6914279135759
190050067023,tmpl_19005_0067,23,,6914279135766
190050067024,tmpl_19005_0067,24,,6914279117007
190050067025,tmpl_19005_0067,25,,6914279117014
190050067026,tmpl_19005_0067,26,,6914279117021
190050067027,tmpl_19005_0067,27,,6901960743416
190050067028,tmpl_19005_0067,28,,6914279117038
190050067029,tmpl_19005_0067,29,,6914279117045
190050067030,tmpl_19005_0067,30,,6914279117052
190050067031,tmpl_19005_0067,31,,6914279117069
190050067032,tmpl_19005_0067,32,,6914279117076
190050067033,tmpl_19005_0067,33,,6914279117083
190050068022,tmpl_19005_0068,22,,6914279135773
190050068023,tmpl_19005_0068,23,,6914279135780
190050068024,tmpl_19005_0068,24,,6914279117090
190050068025,tmpl_19005_0068,25,,6914279117106
190050068026,tmpl_19005_0068,26,,6914279117113
190050068027,tmpl_19005_0068,27,,6901960743423
190050068028,tmpl_19005_0068,28,,6914279117120
190050068029,tmpl_19005_0068,29,,6914279117137
190050068030,tmpl_19005_0068,30,,6914279117144
190050068031,tmpl_19005_0068,31,,6914279117151
190050068032,tmpl_19005_0068,32,,6914279117168
190050068033,tmpl_19005_0068,33,,6914279117175
190050085024,tmpl_19005_0085,24,,6901032708862
190050085025,tmpl_19005_0085,25,,6901032682117
190050085026,tmpl_19005_0085,26,,6901032682124
190050085027,tmpl_19005_0085,27,,6901032682131
190050085028,tmpl_19005_0085,28,,6901032682148
190050085029,tmpl_19005_0085,29,,6901032708879
190050085030,tmpl_19005_0085,30,,6901032682155
190050085031,tmpl_19005_0085,31,,6901032708886
190050085032,tmpl_19005_0085,32,,6901032682162
190050096024,tmpl_19005_0096,24,,6901032905209
190050096025,tmpl_19005_0096,25,,6901032905216
190050096026,tmpl_19005_0096,26,,6901032905223
190050096027,tmpl_19005_0096,27,,6901032905230
190050096028,tmpl_19005_0096,28,,6901032905247
190050096029,tmpl_19005_0096,29,,6901032905254
190050096030,tmpl_19005_0096,30,,6901032905261
190050096031,tmpl_19005_0096,31,,6901032905278
190050096032,tmpl_19005_0096,32,,6901032905285
19084000102432,tmpl_19084_0001,24,32,6910704762569
19084000102532,tmpl_19084_0001,25,32,6910704762583
19084000102632,tmpl_19084_0001,26,32,6910704762606
19084000102732,tmpl_19084_0001,27,32,6910704762620
19084000102734,tmpl_19084_0001,27,34,6910704742721
19084000102832,tmpl_19084_0001,28,32,6910704762637
19084000102932,tmpl_19084_0001,29,32,6910704762651
19084000103032,tmpl_19084_0001,30,32,6910704762675
19084000103132,tmpl_19084_0001,31,32,6910704762699
19084000103232,tmpl_19084_0001,32,32,6910704762712
19084000202432,tmpl_19084_0002,24,32,6901960140185
19084000202532,tmpl_19084_0002,25,32,6901960140192
19084000202632,tmpl_19084_0002,26,32,6901960140208
19084000202732,tmpl_19084_0002,27,32,6901960140215
19084000202734,tmpl_19084_0002,27,34,6910704742691
19084000202832,tmpl_19084_0002,28,32,6901960140222
19084000202932,tmpl_19084_0002,29,32,6901960140239
19084000203032,tmpl_19084_0002,30,32,6901960140246
19084000203132,tmpl_19084_0002,31,32,6901960140253
19084000302432,tmpl_19084_0003,24,32,6910704827534
19084000302532,tmpl_19084_0003,25,32,6910704827541
19084000302632,tmpl_19084_0003,26,32,6910704827558
19084000302732,tmpl_19084_0003,27,32,6910704827565
19084000302734,tmpl_19084_0003,27,34,6910704742714
19084000302832,tmpl_19084_0003,28,32,6910704827572
19084000302932,tmpl_19084_0003,29,32,6910704827589
19084000303032,tmpl_19084_0003,30,32,6910704827596
19084000303132,tmpl_19084_0003,31,32,6901960312582
19084001602432,tmpl_19084_0016,24,32,6901032907241
19084001602532,tmpl_19084_0016,25,32,6901032907265
19084001602632,tmpl_19084_0016,26,32,6901032907289
19084001602732,tmpl_19084_0016,27,32,6901032907302
19084001602734,tmpl_19084_0016,27,34,6901032907319
19084001602832,tmpl_19084_0016,28,32,6901032907326
19084001602932,tmpl_19084_0016,29,32,6901032907340
19084001603032,tmpl_19084_0016,30,32,6901032907364
19084001603132,tmpl_19084_0016,31,32,6901032907388
19084001603232,tmpl_19084_0016,32,32,6901032907401
190870003024,tmpl_19087_0003,24,,6901960410042
190870003025,tmpl_19087_0003,25,,6901960410059
190870003026,tmpl_19087_0003,26,,6901960410066
190870003027,tmpl_19087_0003,27,,6901960410073
190870003028,tmpl_19087_0003,28,,6901960410080
190870003029,tmpl_19087_0003,29,,6901960410097
190870003030,tmpl_19087_0003,30,,6901960410103
190870003031,tmpl_19087_0003,31,,6901960410110
190870003032,tmpl_19087_0003,32,,6901960624340
19098000102430,tmpl_19098_0001,24,30,6901960500057
19098000102530,tmpl_19098_0001,25,30,6901960500064
19098000102630,tmpl_19098_0001,26,30,6901960500071
19098000102730,tmpl_19098_0001,27,30,6901960177877
19098000102830,tmpl_19098_0001,28,30,6901960500088
19098000102930,tmpl_19098_0001,29,30,6901960500095
19098000103030,tmpl_19098_0001,30,30,6901960500101
19098000103130,tmpl_19098_0001,31,30,6901960500118
19098000103230,tmpl_19098_0001,32,30,6901960500125
19098000202430,tmpl_19098_0002,24,30,6901960500132
19098000202530,tmpl_19098_0002,25,30,6901960500149
19098000202630,tmpl_19098_0002,26,30,6901960500156
19098000202730,tmpl_19098_0002,27,30,6901960177884
19098000202830,tmpl_19098_0002,28,30,6901960500163
19098000202930,tmpl_19098_0002,29,30,6901960500170
19098000203030,tmpl_19098_0002,30,30,6901960500187
19098000203130,tmpl_19098_0002,31,30,6901960500194
19098000203230,tmpl_19098_0002,32,30,6901960500200
19098000302430,tmpl_19098_0003,24,30,6901960500217
19098000302530,tmpl_19098_0003,25,30,6901960500224
19098000302630,tmpl_19098_0003,26,30,6901960500231
19098000302730,tmpl_19098_0003,27,30,6901960177891
19098000302830,tmpl_19098_0003,28,30,6901960500248
19098000302930,tmpl_19098_0003,29,30,6901960500255
19098000303030,tmpl_19098_0003,30,30,6901960500262
19098000303130,tmpl_19098_0003,31,30,6901960500279
19098000303230,tmpl_19098_0003,32,30,6901960500286
19098000502430,tmpl_19098_0005,24,30,6914279117182
19098000502530,tmpl_19098_0005,25,30,6914279117199
19098000502630,tmpl_19098_0005,26,30,6914279117205
19098000502730,tmpl_19098_0005,27,30,6901960743430
19098000502830,tmpl_19098_0005,28,30,6914279117212
19098000502930,tmpl_19098_0005,29,30,6914279117229
19098000503030,tmpl_19098_0005,30,30,6914279117236
19098000503130,tmpl_19098_0005,31,30,6914279117243
19098000503230,tmpl_19098_0005,32,30,6914279117250
19106000402830,tmpl_19106_0004,28,30,6910704338948
19106000402832,tmpl_19106_0004,28,32,6910704334032
19106000402930,tmpl_19106_0004,29,30,6910704338955
19106000402932,tmpl_19106_0004,29,32,6910704334049
19106000402934,tmpl_19106_0004,29,34,6910704334056
19106000403030,tmpl_19106_0004,30,30,6910704338962
19106000403032,tmpl_19106_0004,30,32,6910704334063
19106000403034,tmpl_19106_0004,30,34,6910704334070
19106000403130,tmpl_19106_0004,31,30,6910704338979
19106000403132,tmpl_19106_0004,31,32,6910704334087
19106000403134,tmpl_19106_0004,31,34,6910704334094
19106000403229,tmpl_19106_0004,32,29,6910704338986
19106000403230,tmpl_19106_0004,32,30,6910704338993
19106000403232,tmpl_19106_0004,32,32,6910704334100
19106000403234,tmpl_19106_0004,32,34,6910704334117
19106000403236,tmpl_19106_0004,32,36,6910704334124
19106000403330,tmpl_19106_0004,33,30,6910704339006
19106000403332,tmpl_19106_0004,33,32,6910704334131
19106000403334,tmpl_19106_0004,33,34,6910704334148
19106000403429,tmpl_19106_0004,34,29,6910704339013
19106000403430,tmpl_19106_0004,34,30,6910704339020
19106000403432,tmpl_19106_0004,34,32,6910704334155
19106000403434,tmpl_19106_0004,34,34,6910704334162
19106000403436,tmpl_19106_0004,34,36,6910704334179
19106000403629,tmpl_19106_0004,36,29,6910704339037
19106000403630,tmpl_19106_0004,36,30,6910704339044
19106000403632,tmpl_19106_0004,36,32,6910704334186
19106000403634,tmpl_19106_0004,36,34,6910704334193
19106000403636,tmpl_19106_0004,36,36,6910704334209
19106000403830,tmpl_19106_0004,38,30,6910704339051
19106000403832,tmpl_19106_0004,38,32,6910704334216
19106000403834,tmpl_19106_0004,38,34,6910704334223
19106000404030,tmpl_19106_0004,40,30,6910704339068
19106000404032,tmpl_19106_0004,40,32,6910704334230
19106000404230,tmpl_19106_0004,42,30,6910704339075
19106000404232,tmpl_19106_0004,42,32,6910704334247
19106000602830,tmpl_19106_0006,28,30,6910704390007
19106000602832,tmpl_19106_0006,28,32,6910704390014
19106000602930,tmpl_19106_0006,29,30,6910704390021
19106000602932,tmpl_19106_0006,29,32,6910704390038
19106000602934,tmpl_19106_0006,29,34,6910704390045
19106000603030,tmpl_19106_0006,30,30,6910704390052
19106000603032,tmpl_19106_0006,30,32,6910704390069
19106000603034,tmpl_19106_0006,30,34,6910704390076
19106000603130,tmpl_19106_0006,31,30,6910704390083
19106000603132,tmpl_19106_0006,31,32,6910704390090
19106000603134,tmpl_19106_0006,31,34,6910704390106
19106000603229,tmpl_19106_0006,32,29,6910704390113
19106000603230,tmpl_19106_0006,32,30,6910704390120
19106000603232,tmpl_19106_0006,32,32,6910704390137
19106000603234,tmpl_19106_0006,32,34,6910704390144
19106000603236,tmpl_19106_0006,32,36,6910704390151
19106000603330,tmpl_19106_0006,33,30,6910704390168
19106000603332,tmpl_19106_0006,33,32,6910704390175
19106000603334,tmpl_19106_0006,33,34,6910704390182
19106000603429,tmpl_19106_0006,34,29,6910704390199
19106000603430,tmpl_19106_0006,34,30,6910704390205
19106000603432,tmpl_19106_0006,34,32,6910704390212
19106000603434,tmpl_19106_0006,34,34,6910704390229
19106000603436,tmpl_19106_0006,34,36,6910704390236
19106000603629,tmpl_19106_0006,36,29,6910704390243
19106000603630,tmpl_19106_0006,36,30,6910704390250
19106000603632,tmpl_19106_0006,36,32,6910704390267
19106000603634,tmpl_19106_0006,36,34,6910704390274
19106000603636,tmpl_19106_0006,36,36,6910704390281
19106000603830,tmpl_19106_0006,38,30,6910704390298
19106000603832,tmpl_19106_0006,38,32,6910704390304
19106000603834,tmpl_19106_0006,38,34,6910704390311
19106000604030,tmpl_19106_0006,40,30,6910704390328
19106000604032,tmpl_19106_0006,40,32,6910704390335
19106000604230,tmpl_19106_0006,42,30,6910704390342
19106000604232,tmpl_19106_0006,42,32,6910704390359
19111000302732,tmpl_19111_0003,27,32,6901960602324
19111000302832,tmpl_19111_0003,28,32,6902653416518
19111000302932,tmpl_19111_0003,29,32,6902653416532
19111000303032,tmpl_19111_0003,30,32,6902653416563
19111000303132,tmpl_19111_0003,31,32,6902653416594
19111000303232,tmpl_19111_0003,32,32,6902653416624
19111000303334,tmpl_19111_0003,33,34,6902653418499
19111000303434,tmpl_19111_0003,34,34,6902653416662
19111000303634,tmpl_19111_0003,36,34,6902653416693
19111000303834,tmpl_19111_0003,38,34,6902653416723
19111000304034,tmpl_19111_0003,40,34,6901960602331
19111000304234,tmpl_19111_0003,42,34,6901960602348
19111001902832,tmpl_19111_0019,28,32,6910704219278
19111001902932,tmpl_19111_0019,29,32,6910704219285
19111001903032,tmpl_19111_0019,30,32,6910704219292
19111001903132,tmpl_19111_0019,31,32,6910704219308
19111001903232,tmpl_19111_0019,32,32,6910704152681
19111001903334,tmpl_19111_0019,33,34,6910704219315
19111001903434,tmpl_19111_0019,34,34,6910704219322
19111001903634,tmpl_19111_0019,36,34,6910704219339
19111001903834,tmpl_19111_0019,38,34,6910704219346
19111002002832,tmpl_19111_0020,28,32,6910704219353
19111002002932,tmpl_19111_0020,29,32,6910704219360
19111002003032,tmpl_19111_0020,30,32,6910704219377
19111002003132,tmpl_19111_0020,31,32,6910704219384
19111002003232,tmpl_19111_0020,32,32,6910704152698
19111002003334,tmpl_19111_0020,33,34,6910704219391
19111002003434,tmpl_19111_0020,34,34,6910704219407
19111002003634,tmpl_19111_0020,36,34,6910704219414
19111002003834,tmpl_19111_0020,38,34,6910704219421
19111002202932,tmpl_19111_0022,29,32,6910704219445
19111002203032,tmpl_19111_0022,30,32,6910704219452
19111002203132,tmpl_19111_0022,31,32,6910704219469
19111002203232,tmpl_19111_0022,32,32,6910704152704
19111002203334,tmpl_19111_0022,33,34,6910704219476
19111002203434,tmpl_19111_0022,34,34,6910704219483
19111002203634,tmpl_19111_0022,36,34,6910704219490
19111002502832,tmpl_19111_0025,28,32,6910704850822
19111002502932,tmpl_19111_0025,29,32,6910704850839
19111002503032,tmpl_19111_0025,30,32,6910704850846
19111002503132,tmpl_19111_0025,31,32,6910704850853
19111002503232,tmpl_19111_0025,32,32,6910704850860
19111002503334,tmpl_19111_0025,33,34,6910704850877
19111002503434,tmpl_19111_0025,34,34,6910704850884
19111002503634,tmpl_19111_0025,36,34,6910704850891
19111002503834,tmpl_19111_0025,38,34,6910704850907
19111002702732,tmpl_19111_0027,27,32,6901960602355
19111002702832,tmpl_19111_0027,28,32,6901960550618
19111002702932,tmpl_19111_0027,29,32,6901960550625
19111002703032,tmpl_19111_0027,30,32,6901960550632
19111002703132,tmpl_19111_0027,31,32,6901960550649
19111002703232,tmpl_19111_0027,32,32,6901960200186
19111002703334,tmpl_19111_0027,33,34,6901960550670
19111002703434,tmpl_19111_0027,34,34,6901960550694
19111002703634,tmpl_19111_0027,36,34,6901960550717
19111002703834,tmpl_19111_0027,38,34,6901960550724
19111002704034,tmpl_19111_0027,40,34,6901960602362
19111002704234,tmpl_19111_0027,42,34,6901960602379
19111003002832,tmpl_19111_0030,28,32,6901960524664
19111003002932,tmpl_19111_0030,29,32,6901960550731
19111003003032,tmpl_19111_0030,30,32,6901960524695
19111003003132,tmpl_19111_0030,31,32,6901960550748
19111003003232,tmpl_19111_0030,32,32,6901960200209
19111003003334,tmpl_19111_0030,33,34,6901960550762
19111003003434,tmpl_19111_0030,34,34,6901960524763
19111003003634,tmpl_19111_0030,36,34,6901960524794
19111003003834,tmpl_19111_0030,38,34,6901960524817
19111003004034,tmpl_19111_0030,40,34,6901960524831
19111003004234,tmpl_19111_0030,42,34,6901960524855
19111003902832,tmpl_19111_0039,28,32,6901960602515
19111003902932,tmpl_19111_0039,29,32,6901960602522
19111003903032,tmpl_19111_0039,30,32,6901960602539
19111003903132,tmpl_19111_0039,31,32,6901960602546
19111003903232,tmpl_19111_0039,32,32,6901960200247
19111003903334,tmpl_19111_0039,33,34,6901960602553
19111003903434,tmpl_19111_0039,34,34,6901960602560
19111003903634,tmpl_19111_0039,36,34,6901960602577
19111003903834,tmpl_19111_0039,38,34,6901960602584
19111005002732,tmpl_19111_0050,27,32,6901379339361
19111005002832,tmpl_19111_0050,28,32,6901379339392
19111005002932,tmpl_19111_0050,29,32,6901379339439
19111005003032,tmpl_19111_0050,30,32,6901379339477
19111005003132,tmpl_19111_0050,31,32,6901379339521
19111005003232,tmpl_19111_0050,32,32,6901379339590
19111005003334,tmpl_19111_0050,33,34,6901379339699
19111005003434,tmpl_19111_0050,34,34,6901379339767
19111005003634,tmpl_19111_0050,36,34,6901379339873
19111005003834,tmpl_19111_0050,38,34,6901379339958
19111006302732,tmpl_19111_0063,27,32,6901163081810
19111006302832,tmpl_19111_0063,28,32,6901163081841
19111006302932,tmpl_19111_0063,29,32,6901163081889
19111006303032,tmpl_19111_0063,30,32,6901163081926
19111006303132,tmpl_19111_0063,31,32,6901163081971
19111006303232,tmpl_19111_0063,32,32,6901032865350
19111006303334,tmpl_19111_0063,33,34,6901163082138
19111006303434,tmpl_19111_0063,34,34,6901163082206
19111006303634,tmpl_19111_0063,36,34,6901163082312
19111006303834,tmpl_19111_0063,38,34,6901163082398
19111006402732,tmpl_19111_0064,27,32,6901163100740
19111006402832,tmpl_19111_0064,28,32,6901163100771
19111006402932,tmpl_19111_0064,29,32,6901163100818
19111006403032,tmpl_19111_0064,30,32,6901163100856
19111006403132,tmpl_19111_0064,31,32,6901163100900
19111006403232,tmpl_19111_0064,32,32,6901032865169
19111006403334,tmpl_19111_0064,33,34,6901163101068
19111006403434,tmpl_19111_0064,34,34,6901163101136
19111006403634,tmpl_19111_0064,36,34,6901163101242
19111006403834,tmpl_19111_0064,38,34,6901163101327
19111007302732,tmpl_19111_0073,27,32,6901379314405
19111007302832,tmpl_19111_0073,28,32,6901379314436
19111007302932,tmpl_19111_0073,29,32,6901379314474
19111007303032,tmpl_19111_0073,30,32,6901379314511
19111007303132,tmpl_19111_0073,31,32,6901379314566
19111007303232,tmpl_19111_0073,32,32,6901379314634
19111007303334,tmpl_19111_0073,33,34,6901379314733
19111007303434,tmpl_19111_0073,34,34,6901379314801
19111007303634,tmpl_19111_0073,36,34,6901379314917
19111007303834,tmpl_19111_0073,38,34,6901379314993
19123000102432,tmpl_19123_0001,24,32,6914279116840
19123000102532,tmpl_19123_0001,25,32,6914279116857
19123000102632,tmpl_19123_0001,26,32,6914279116864
19123000102732,tmpl_19123_0001,27,32,6901960750063
19123000102832,tmpl_19123_0001,28,32,6914279116871
19123000102932,tmpl_19123_0001,29,32,6914279116888
19123000103032,tmpl_19123_0001,30,32,6914279116895
19123000103132,tmpl_19123_0001,31,32,6914279116901
19123000103232,tmpl_19123_0001,32,32,6914279116918
19124000402432,tmpl_19124_0004,24,32,6914279209832
19124000402532,tmpl_19124_0004,25,32,6914279209849
19124000402632,tmpl_19124_0004,26,32,6914279209467
19124000402732,tmpl_19124_0004,27,32,6914279209856
19124000402832,tmpl_19124_0004,28,32,6914279209863
19124000402932,tmpl_19124_0004,29,32,6914279209870
19124000403032,tmpl_19124_0004,30,32,6914279209887
19124000403132,tmpl_19124_0004,31,32,6914279209894
19124000403232,tmpl_19124_0004,32,32,6914279214317
191300001024,tmpl_19130_0001,24,,6914279526908
191300001025,tmpl_19130_0001,25,,6914279532510
191300001026,tmpl_19130_0001,26,,6914279390073
191300001027,tmpl_19130_0001,27,,6914279532527
191300001028,tmpl_19130_0001,28,,6914279526922
191300001029,tmpl_19130_0001,29,,6914279532534
191300001030,tmpl_19130_0001,30,,6914279532541
191300001031,tmpl_19130_0001,31,,6914279730589
191300001032,tmpl_19130_0001,32,,6914279730596
19132000102732,tmpl_19132_0001,27,32,6901032881626
19132000102832,tmpl_19132_0001,28,32,6914279782694
19132000102932,tmpl_19132_0001,29,32,6914279782717
19132000103032,tmpl_19132_0001,30,32,6914279782731
19132000103132,tmpl_19132_0001,31,32,6914279782755
19132000103232,tmpl_19132_0001,32,32,6914279782779
19132000103334,tmpl_19132_0001,33,34,6914279591166
19132000103434,tmpl_19132_0001,34,34,6914279782809
19132000103634,tmpl_19132_0001,36,34,6914279782823
19132000103834,tmpl_19132_0001,38,34,6914279782847
19132000202732,tmpl_19132_0002,27,32,6914279563385
19132000202832,tmpl_19132_0002,28,32,6914279782878
19132000202834,tmpl_19132_0002,28,34,6901032077333
19132000202932,tmpl_19132_0002,29,32,6914279782892
19132000202934,tmpl_19132_0002,29,34,6914279782908
19132000203032,tmpl_19132_0002,30,32,6914279782915
19132000203034,tmpl_19132_0002,30,34,6914279782922
19132000203132,tmpl_19132_0002,31,32,6914279782939
19132000203134,tmpl_19132_0002,31,34,6914279782946
19132000203232,tmpl_19132_0002,32,32,6914279782953
19132000203234,tmpl_19132_0002,32,34,6914279782960
19132000203332,tmpl_19132_0002,33,32,6914279580290
19132000203334,tmpl_19132_0002,33,34,6914279558138
19132000203432,tmpl_19132_0002,34,32,6914279782977
19132000203434,tmpl_19132_0002,34,34,6914279782984
19132000203632,tmpl_19132_0002,36,32,6914279782991
19132000203634,tmpl_19132_0002,36,34,6914279783004
19132000203832,tmpl_19132_0002,38,32,6914279783011
19132000203834,tmpl_19132_0002,38,34,6914279783028
19132000204032,tmpl_19132_0002,40,32,6914279783035
19132000204034,tmpl_19132_0002,40,34,6914279783042
19132000204232,tmpl_19132_0002,42,32,6914279580306
19132000204234,tmpl_19132_0002,42,34,6914279580313
19132000204432,tmpl_19132_0002,44,32,6914279580320
19134000402732,tmpl_19134_0004,27,32,6914279580399
19134000402832,tmpl_19134_0004,28,32,6914279783592
19134000402834,tmpl_19134_0004,28,34,6901032085383
19134000402932,tmpl_19134_0004,29,32,6914279783615
19134000403032,tmpl_19134_0004,30,32,6914279783639
19134000403132,tmpl_19134_0004,31,32,6914279783653
19134000403232,tmpl_19134_0004,32,32,6914279783677
19134000403332,tmpl_19134_0004,33,32,6914279580405
19134000403334,tmpl_19134_0004,33,34,6914279580412
19134000403432,tmpl_19134_0004,34,32,6914279783691
19134000403434,tmpl_19134_0004,34,34,6914279783707
19134000403632,tmpl_19134_0004,36,32,6914279783714
19134000403634,tmpl_19134_0004,36,34,6914279783721
19134000403832,tmpl_19134_0004,38,32,6914279783738
19134000403834,tmpl_19134_0004,38,34,6914279783745
19134000404032,tmpl_19134_0004,40,32,6914279783752
19134000404034,tmpl_19134_0004,40,34,6914279783769
19134000404232,tmpl_19134_0004,42,32,6914279580429
19134000404234,tmpl_19134_0004,42,34,6914279580436
19134000404432,tmpl_19134_0004,44,32,6914279580443
19134000502732,tmpl_19134_0005,27,32,6901163179876
19134000502832,tmpl_19134_0005,28,32,6901163175571
19134000502932,tmpl_19134_0005,29,32,6901163175588
19134000503032,tmpl_19134_0005,30,32,6901163175595
19134000503132,tmpl_19134_0005,31,32,6901163175601
